file,species
Black-grass_82.png,Black-grass
Black-grass_69.png,Black-grass
Small-flowered Cranesbill_133.png,Small-flowered Cranesbill
Loose Silky-bent_148.png,Loose Silky-bent
Small-flowered Cranesbill_127.png,Small-flowered Cranesbill
Cleavers_4.png,Cleavers
Sugar beet_176.png,Sugar beet
Black-grass_55.png,Black-grass
Loose Silky-bent_174.png,Loose Silky-bent
Loose Silky-bent_160.png,Loose Silky-bent
Sugar beet_162.png,Sugar beet
Black-grass_41.png,Black-grass
Loose Silky-bent_161.png,Loose Silky-bent
Black-grass_40.png,Black-grass
Sugar beet_163.png,Sugar beet
Black-grass_54.png,Black-grass
Sugar beet_177.png,Sugar beet
Loose Silky-bent_175.png,Loose Silky-bent
Cleavers_5.png,Cleavers
Small-flowered Cranesbill_126.png,Small-flowered Cranesbill
Black-grass_68.png,Loose Silky-bent
Loose Silky-bent_149.png,Loose Silky-bent
Small-flowered Cranesbill_132.png,Small-flowered Cranesbill
Black-grass_83.png,Black-grass
Charlock_3.png,Charlock
Black-grass_97.png,Black-grass
Maize_236.png,Maize
Scentless Mayweed_8.png,Scentless Mayweed
Cleavers_223.png,Cleavers
Cleavers_237.png,Cleavers
Sugar beet_188.png,Sugar beet
Maize_222.png,Maize
Common Chickweed_2.png,Common Chickweed
Shepherds Purse_87.png,Shepherds Purse
Shepherds Purse_182.png,Shepherds Purse
Fat Hen_241.png,Fat Hen
Common wheat_240.png,Common wheat
Shepherds Purse_196.png,Shepherds Purse
Shepherds Purse_93.png,Shepherds Purse
Shepherds Purse_78.png,Shepherds Purse
Scentless Mayweed_117.png,Scentless Mayweed
Common Chickweed_246.png,Cleavers
Scentless Mayweed_103.png,Scentless Mayweed
Shepherds Purse_169.png,Shepherds Purse
Common Chickweed_252.png,Common Chickweed
Charlock_218.png,Charlock
Charlock_230.png,Charlock
Shepherds Purse_44.png,Shepherds Purse
Shepherds Purse_141.png,Shepherds Purse
Shepherds Purse_155.png,Shepherds Purse
Shepherds Purse_50.png,Shepherds Purse
Charlock_224.png,Charlock
Common wheat_94.png,Common wheat
Sugar beet_215.png,Sugar beet
Fat Hen_94.png,Fat Hen
Loose Silky-bent_217.png,Loose Silky-bent
Loose Silky-bent_99.png,Loose Silky-bent
Loose Silky-bent_203.png,Loose Silky-bent
Fat Hen_4.png,Fat Hen
Fat Hen_80.png,Fat Hen
Sugar beet_201.png,Sugar beet
Common wheat_80.png,Common wheat
Scentless Mayweed_52.png,Scentless Mayweed
Cleavers_196.png,Cleavers
Sugar beet_229.png,Sugar beet
Maize_183.png,Maize
Small-flowered Cranesbill_250.png,Small-flowered Cranesbill
Small-flowered Cranesbill_244.png,Small-flowered Cranesbill
Maize_197.png,Maize
Cleavers_182.png,Cleavers
Scentless Mayweed_46.png,Scentless Mayweed
Cleavers_169.png,Cleavers
Common wheat_57.png,Common wheat
Fat Hen_57.png,Fat Hen
Fat Hen_43.png,Fat Hen
Maize_168.png,Maize
Common wheat_43.png,Common wheat
Cleavers_155.png,Cleavers
Scentless Mayweed_91.png,Shepherds Purse
Maize_140.png,Maize
Loose Silky-bent_72.png,Loose Silky-bent
Maize_154.png,Maize
Loose Silky-bent_66.png,Loose Silky-bent
Scentless Mayweed_85.png,Scentless Mayweed
Cleavers_141.png,Cleavers
Charlock_81.png,Charlock
Small-flowered Cranesbill_38.png,Small-flowered Cranesbill
Cleavers_68.png,Cleavers
Common Chickweed_48.png,Common Chickweed
Charlock_95.png,Charlock
Sugar beet_92.png,Sugar beet
Common Chickweed_60.png,Common Chickweed
Fat Hen_137.png,Fat Hen
Common wheat_136.png,Common wheat
Cleavers_54.png,Cleavers
Charlock_185.png,Charlock
Cleavers_40.png,Cleavers
Charlock_191.png,Charlock
Small-flowered Cranesbill_10.png,Small-flowered Cranesbill
Sugar beet_86.png,Sugar beet
Fat Hen_123.png,Fat Hen
Common Chickweed_74.png,Common Chickweed
Common wheat_122.png,Common wheat
Common Chickweed_130.png,Common Chickweed
Charlock_42.png,Charlock
Sugar beet_8.png,Sugar beet
Black-grass_106.png,Black-grass
Black-grass_112.png,Black-grass
Maize_39.png,Maize
Loose Silky-bent_5.png,Loose Silky-bent
Charlock_56.png,Charlock
Common Chickweed_124.png,Common Chickweed
Sugar beet_79.png,Sugar beet
Sugar beet_51.png,Sugar beet
Shepherds Purse_237.png,Shepherds Purse
Maize_11.png,Maize
Charlock_146.png,Charlock
Cleavers_97.png,Cleavers
Charlock_152.png,Charlock
Cleavers_83.png,Cleavers
Scentless Mayweed_249.png,Scentless Mayweed
Sugar beet_45.png,Sugar beet
Shepherds Purse_223.png,Shepherds Purse
Common Chickweed_118.png,Common Chickweed
Charlock_73.png,Charlock
Common Chickweed_101.png,Common Chickweed
Scentless Mayweed_250.png,Scentless Mayweed
Black-grass_137.png,Black-grass
Black-grass_123.png,Black-grass
Sugar beet_48.png,Sugar beet
Common Chickweed_115.png,Common Chickweed
Scentless Mayweed_244.png,Scentless Mayweed
Charlock_67.png,Charlock
Common Chickweed_92.png,Common Chickweed
Shepherds Purse_206.png,Shepherds Purse
Sugar beet_60.png,Sugar beet
Charlock_177.png,Charlock
Sugar beet_5.png,Sugar beet
Maize_20.png,Maize
Maize_34.png,Maize
Charlock_163.png,Charlock
Loose Silky-bent_8.png,Loose Silky-bent
Common Chickweed_129.png,Common Chickweed
Shepherds Purse_212.png,Shepherds Purse
Common Chickweed_86.png,Common Chickweed
Sugar beet_74.png,Sugar beet
Charlock_188.png,Charlock
Cleavers_59.png,Cleavers
Common Chickweed_79.png,Common Chickweed
Small-flowered Cranesbill_35.png,Small-flowered Cranesbill
Common wheat_107.png,Common wheat
Fat Hen_106.png,Fat Hen
Common Chickweed_51.png,Common Chickweed
Cleavers_65.png,Cleavers
Cleavers_71.png,Cleavers
Common wheat_113.png,Common wheat
Common Chickweed_45.png,Common Chickweed
Fat Hen_112.png,Fat Hen
Small-flowered Cranesbill_21.png,Small-flowered Cranesbill
Charlock_98.png,Charlock
Cleavers_158.png,Cleavers
Common wheat_66.png,Common wheat
Fat Hen_66.png,Fat Hen
Maize_159.png,Maize
Fat Hen_72.png,Fat Hen
Scentless Mayweed_88.png,Scentless Mayweed
Common wheat_72.png,Common wheat
Cleavers_164.png,Cleavers
Loose Silky-bent_43.png,Loose Silky-bent
Maize_171.png,Maize
Loose Silky-bent_57.png,Loose Silky-bent
Maize_165.png,Maize
Cleavers_170.png,Cleavers
Sugar beet_224.png,Sugar beet
Loose Silky-bent_226.png,Loose Silky-bent
Small-flowered Cranesbill_249.png,Small-flowered Cranesbill
Loose Silky-bent_232.png,Loose Silky-bent
Sugar beet_230.png,Sugar beet
Common wheat_99.png,Common wheat
Sugar beet_218.png,Sugar beet
Scentless Mayweed_63.png,Scentless Mayweed
Fat Hen_99.png,Fat Hen
Loose Silky-bent_80.png,Loose Silky-bent
Loose Silky-bent_94.png,Loose Silky-bent
Fat Hen_9.png,Fat Hen
Scentless Mayweed_77.png,Scentless Mayweed
Black-grass_241.png,Black-grass
Shepherds Purse_49.png,Shepherds Purse
Scentless Mayweed_126.png,Scentless Mayweed
Shepherds Purse_158.png,Shepherds Purse
Scentless Mayweed_132.png,Scentless Mayweed
Charlock_229.png,Charlock
Shepherds Purse_75.png,Shepherds Purse
Charlock_201.png,Charlock
Shepherds Purse_170.png,Shepherds Purse
Shepherds Purse_164.png,Shepherds Purse
Charlock_215.png,Charlock
Shepherds Purse_61.png,Shepherds Purse
Maize_3.png,Maize
Loose Silky-bent_193.png,Loose Silky-bent
Scentless Mayweed_5.png,Scentless Mayweed
Sugar beet_191.png,Sugar beet
Sugar beet_185.png,Sugar beet
Loose Silky-bent_187.png,Loose Silky-bent
Maize_207.png,Maize
Cleavers_212.png,Cleavers
Cleavers_206.png,Cleavers
Maize_213.png,Maize
Cleavers_8.png,Cleavers
Loose Silky-bent_150.png,Loose Silky-bent
Black-grass_71.png,Black-grass
Sugar beet_152.png,Sugar beet
Black-grass_65.png,Black-grass
Sugar beet_146.png,Sugar beet
Loose Silky-bent_144.png,Loose Silky-bent
Small-flowered Cranesbill_117.png,Small-flowered Cranesbill
Black-grass_59.png,Black-grass
Small-flowered Cranesbill_103.png,Small-flowered Cranesbill
Loose Silky-bent_178.png,Loose Silky-bent
Black-grass_58.png,Loose Silky-bent
Loose Silky-bent_179.png,Loose Silky-bent
Small-flowered Cranesbill_102.png,Small-flowered Cranesbill
Small-flowered Cranesbill_116.png,Small-flowered Cranesbill
Sugar beet_147.png,Sugar beet
Black-grass_64.png,Black-grass
Loose Silky-bent_145.png,Loose Silky-bent
Loose Silky-bent_151.png,Loose Silky-bent
Cleavers_9.png,Cleavers
Sugar beet_153.png,Sugar beet
Black-grass_70.png,Black-grass
Cleavers_207.png,Cleavers
Maize_212.png,Maize
Maize_206.png,Maize
Cleavers_213.png,Cleavers
Sugar beet_184.png,Sugar beet
Loose Silky-bent_186.png,Loose Silky-bent
Scentless Mayweed_4.png,Scentless Mayweed
Loose Silky-bent_192.png,Loose Silky-bent
Sugar beet_190.png,Sugar beet
Maize_2.png,Maize
Shepherds Purse_165.png,Scentless Mayweed
Shepherds Purse_60.png,Shepherds Purse
Charlock_214.png,Charlock
Charlock_200.png,Charlock
Shepherds Purse_74.png,Shepherds Purse
Shepherds Purse_171.png,Shepherds Purse
Scentless Mayweed_133.png,Scentless Mayweed
Shepherds Purse_159.png,Shepherds Purse
Charlock_228.png,Charlock
Shepherds Purse_48.png,Shepherds Purse
Black-grass_240.png,Loose Silky-bent
Scentless Mayweed_127.png,Scentless Mayweed
Fat Hen_8.png,Fat Hen
Loose Silky-bent_95.png,Loose Silky-bent
Scentless Mayweed_76.png,Scentless Mayweed
Scentless Mayweed_62.png,Scentless Mayweed
Sugar beet_219.png,Sugar beet
Common wheat_98.png,Common wheat
Loose Silky-bent_81.png,Loose Silky-bent
Fat Hen_98.png,Fat Hen
Loose Silky-bent_233.png,Loose Silky-bent
Small-flowered Cranesbill_248.png,Small-flowered Cranesbill
Sugar beet_231.png,Sugar beet
Sugar beet_225.png,Sugar beet
Loose Silky-bent_227.png,Loose Silky-bent
Maize_164.png,Maize
Loose Silky-bent_56.png,Loose Silky-bent
Cleavers_171.png,Cleavers
Cleavers_165.png,Cleavers
Maize_170.png,Maize
Loose Silky-bent_42.png,Loose Silky-bent
Fat Hen_73.png,Fat Hen
Maize_158.png,Maize
Common wheat_73.png,Common wheat
Scentless Mayweed_89.png,Scentless Mayweed
Common wheat_67.png,Common wheat
Cleavers_159.png,Cleavers
Fat Hen_67.png,Fat Hen
Cleavers_70.png,Cleavers
Charlock_99.png,Charlock
Small-flowered Cranesbill_20.png,Small-flowered Cranesbill
Common Chickweed_44.png,Common Chickweed
Fat Hen_113.png,Fat Hen
Common wheat_112.png,Common wheat
Fat Hen_107.png,Fat Hen
Common Chickweed_50.png,Common Chickweed
Common wheat_106.png,Common wheat
Small-flowered Cranesbill_34.png,Small-flowered Cranesbill
Cleavers_64.png,Cleavers
Common Chickweed_78.png,Common Chickweed
Cleavers_58.png,Cleavers
Charlock_189.png,Charlock
Charlock_162.png,Charlock
Maize_35.png,Maize
Sugar beet_75.png,Sugar beet
Common Chickweed_128.png,Common Chickweed
Shepherds Purse_213.png,Shepherds Purse
Common Chickweed_87.png,Common Chickweed
Loose Silky-bent_9.png,Loose Silky-bent
Sugar beet_61.png,Sugar beet
Common Chickweed_93.png,Common Chickweed
Shepherds Purse_207.png,Shepherds Purse
Maize_21.png,Maize
Sugar beet_4.png,Sugar beet
Charlock_176.png,Charlock
Black-grass_122.png,Black-grass
Charlock_66.png,Charlock
Scentless Mayweed_245.png,Scentless Mayweed
Common Chickweed_114.png,Common Chickweed
Sugar beet_49.png,Sugar beet
Scentless Mayweed_251.png,Scentless Mayweed
Common Chickweed_100.png,Common Chickweed
Charlock_72.png,Charlock
Black-grass_136.png,Black-grass
Common Chickweed_116.png,Common Chickweed
Scentless Mayweed_247.png,Scentless Mayweed
Charlock_64.png,Charlock
Black-grass_120.png,Black-grass
Black-grass_134.png,Black-grass
Cleavers_99.png,Cleavers
Charlock_148.png,Charlock
Charlock_70.png,Charlock
Common Chickweed_102.png,Common Chickweed
Shepherds Purse_239.png,Shepherds Purse
Charlock_58.png,Charlock
Sugar beet_77.png,Sugar beet
Common Chickweed_85.png,Common Chickweed
Shepherds Purse_211.png,Shepherds Purse
Maize_37.png,Maize
Charlock_160.png,Charlock
Charlock_174.png,Charlock
Black-grass_108.png,Black-grass
Sugar beet_6.png,Sugar beet
Maize_23.png,Maize
Sugar beet_63.png,Sugar beet
Shepherds Purse_205.png,Shepherds Purse
Common Chickweed_91.png,Common Chickweed
Sugar beet_88.png,Sugar beet
Common wheat_138.png,Common wheat
Fat Hen_139.png,Fat Hen
Common wheat_110.png,Common wheat
Fat Hen_111.png,Fat Hen
Common Chickweed_46.png,Common Chickweed
Small-flowered Cranesbill_22.png,Small-flowered Cranesbill
Cleavers_72.png,Cleavers
Cleavers_66.png,Common wheat
Small-flowered Cranesbill_36.png,Small-flowered Cranesbill
Common wheat_104.png,Common wheat
Common Chickweed_52.png,Common Chickweed
Fat Hen_105.png,Fat Hen
Common wheat_71.png,Common wheat
Loose Silky-bent_68.png,Loose Silky-bent
Fat Hen_71.png,Fat Hen
Fat Hen_65.png,Fat Hen
Common wheat_65.png,Common wheat
Cleavers_173.png,Cleavers
Loose Silky-bent_54.png,Loose Silky-bent
Maize_166.png,Maize
Loose Silky-bent_40.png,Loose Silky-bent
Maize_172.png,Maize
Fat Hen_59.png,Fat Hen
Cleavers_167.png,Cleavers
Common wheat_59.png,Common wheat
Sugar beet_233.png,Sugar beet
Scentless Mayweed_48.png,Scentless Mayweed
Loose Silky-bent_231.png,Loose Silky-bent
Maize_199.png,Maize
Loose Silky-bent_225.png,Loose Silky-bent
Cleavers_198.png,Cleavers
Sugar beet_227.png,Sugar beet
Scentless Mayweed_74.png,Scentless Mayweed
Loose Silky-bent_97.png,Loose Silky-bent
Loose Silky-bent_219.png,Loose Silky-bent
Loose Silky-bent_83.png,Loose Silky-bent
Scentless Mayweed_60.png,Scentless Mayweed
Scentless Mayweed_131.png,Scentless Mayweed
Scentless Mayweed_125.png,Scentless Mayweed
Black-grass_242.png,Black-grass
Charlock_216.png,Charlock
Shepherds Purse_62.png,Shepherds Purse
Shepherds Purse_167.png,Shepherds Purse
Common Chickweed_248.png,Common Chickweed
Shepherds Purse_173.png,Shepherds Purse
Scentless Mayweed_119.png,Scentless Mayweed
Shepherds Purse_76.png,Shepherds Purse
Charlock_202.png,Charlock
Shepherds Purse_198.png,Shepherds Purse
Maize_0.png,Maize
Shepherds Purse_89.png,Shepherds Purse
Loose Silky-bent_184.png,Loose Silky-bent
Cleavers_239.png,Cleavers
Sugar beet_186.png,Sugar beet
Sugar beet_192.png,Sugar beet
Maize_238.png,Maize
Loose Silky-bent_190.png,Loose Silky-bent
Scentless Mayweed_6.png,Scentless Mayweed
Maize_210.png,Maize
Cleavers_205.png,Cleavers
Black-grass_99.png,Black-grass
Cleavers_211.png,Cleavers
Maize_204.png,Maize
Loose Silky-bent_147.png,Loose Silky-bent
Black-grass_66.png,Loose Silky-bent
Sugar beet_145.png,Sugar beet
Black-grass_72.png,Black-grass
Sugar beet_151.png,Sugar beet
Small-flowered Cranesbill_128.png,Small-flowered Cranesbill
Loose Silky-bent_153.png,Loose Silky-bent
Small-flowered Cranesbill_100.png,Small-flowered Cranesbill
Sugar beet_179.png,Sugar beet
Small-flowered Cranesbill_114.png,Small-flowered Cranesbill
Small-flowered Cranesbill_115.png,Small-flowered Cranesbill
Small-flowered Cranesbill_101.png,Small-flowered Cranesbill
Sugar beet_178.png,Sugar beet
Sugar beet_150.png,Sugar beet
Black-grass_73.png,Black-grass
Loose Silky-bent_152.png,Loose Silky-bent
Small-flowered Cranesbill_129.png,Small-flowered Cranesbill
Loose Silky-bent_146.png,Loose Silky-bent
Sugar beet_144.png,Sugar beet
Black-grass_67.png,Loose Silky-bent
Cleavers_210.png,Cleavers
Maize_205.png,Maize
Maize_211.png,Maize
Cleavers_204.png,Cleavers
Black-grass_98.png,Black-grass
Sugar beet_193.png,Sugar beet
Scentless Mayweed_7.png,Scentless Mayweed
Loose Silky-bent_191.png,Loose Silky-bent
Maize_239.png,Maize
Loose Silky-bent_185.png,Loose Silky-bent
Sugar beet_187.png,Sugar beet
Cleavers_238.png,Cleavers
Shepherds Purse_88.png,Shepherds Purse
Maize_1.png,Maize
Shepherds Purse_199.png,Shepherds Purse
Scentless Mayweed_118.png,Scentless Mayweed
Common Chickweed_249.png,Common Chickweed
Shepherds Purse_172.png,Shepherds Purse
Charlock_203.png,Charlock
Shepherds Purse_77.png,Shepherds Purse
Shepherds Purse_63.png,Shepherds Purse
Charlock_217.png,Charlock
Shepherds Purse_166.png,Shepherds Purse
Scentless Mayweed_124.png,Scentless Mayweed
Black-grass_243.png,Black-grass
Scentless Mayweed_130.png,Scentless Mayweed
Loose Silky-bent_82.png,Loose Silky-bent
Loose Silky-bent_218.png,Loose Silky-bent
Scentless Mayweed_61.png,Scentless Mayweed
Scentless Mayweed_75.png,Scentless Mayweed
Loose Silky-bent_96.png,Loose Silky-bent
Loose Silky-bent_224.png,Loose Silky-bent
Sugar beet_226.png,Sugar beet
Cleavers_199.png,Cleavers
Scentless Mayweed_49.png,Scentless Mayweed
Sugar beet_232.png,Sugar beet
Maize_198.png,Maize
Loose Silky-bent_230.png,Loose Silky-bent
Fat Hen_58.png,Fat Hen
Maize_173.png,Maize
Loose Silky-bent_41.png,Loose Silky-bent
Common wheat_58.png,Common wheat
Cleavers_166.png,Cleavers
Cleavers_172.png,Cleavers
Maize_167.png,Maize
Loose Silky-bent_55.png,Loose Silky-bent
Fat Hen_64.png,Fat Hen
Common wheat_64.png,Common wheat
Common wheat_70.png,Common wheat
Fat Hen_70.png,Fat Hen
Loose Silky-bent_69.png,Loose Silky-bent
Cleavers_67.png,Cleavers
Common Chickweed_53.png,Common Chickweed
Fat Hen_104.png,Fat Hen
Common wheat_105.png,Common wheat
Small-flowered Cranesbill_37.png,Small-flowered Cranesbill
Small-flowered Cranesbill_23.png,Small-flowered Cranesbill
Fat Hen_110.png,Fat Hen
Common Chickweed_47.png,Common Chickweed
Common wheat_111.png,Common wheat
Cleavers_73.png,Cleavers
Fat Hen_138.png,Fat Hen
Common wheat_139.png,Common wheat
Sugar beet_89.png,Sugar beet
Maize_22.png,Maize
Sugar beet_7.png,Sugar beet
Black-grass_109.png,Black-grass
Charlock_175.png,Charlock
Shepherds Purse_204.png,Shepherds Purse
Common Chickweed_90.png,Common Chickweed
Sugar beet_62.png,Sugar beet
Common Chickweed_84.png,Common Chickweed
Shepherds Purse_210.png,Shepherds Purse
Sugar beet_76.png,Sugar beet
Charlock_59.png,Charlock
Charlock_161.png,Charlock
Maize_36.png,Maize
Charlock_149.png,Charlock
Cleavers_98.png,Cleavers
Black-grass_135.png,Black-grass
Scentless Mayweed_252.png,Scentless Mayweed
Common Chickweed_103.png,Common Chickweed
Shepherds Purse_238.png,Shepherds Purse
Charlock_71.png,Charlock
Charlock_65.png,Charlock
Scentless Mayweed_246.png,Scentless Mayweed
Common Chickweed_117.png,Common Chickweed
Black-grass_121.png,Black-grass
Maize_32.png,Maize
Black-grass_119.png,Black-grass
Charlock_165.png,Charlock
Sugar beet_72.png,Sugar beet
Common Chickweed_80.png,Common Chickweed
Shepherds Purse_214.png,Shepherds Purse
Sugar beet_66.png,Sugar beet
Shepherds Purse_200.png,Shepherds Purse
Common Chickweed_94.png,Common Chickweed
Charlock_49.png,Charlock
Charlock_171.png,Charlock
Maize_26.png,Maize
Sugar beet_3.png,Sugar beet
Cleavers_88.png,Cleavers
Charlock_159.png,Charlock
Black-grass_125.png,Black-grass
Common Chickweed_113.png,Common Chickweed
Shepherds Purse_228.png,Shepherds Purse
Scentless Mayweed_242.png,Scentless Mayweed
Charlock_61.png,Charlock
Charlock_75.png,Charlock
Common Chickweed_107.png,Common Chickweed
Black-grass_131.png,Black-grass
Cleavers_77.png,Cleavers
Common wheat_115.png,Common wheat
Common Chickweed_43.png,Common Chickweed
Fat Hen_114.png,Fat Hen
Small-flowered Cranesbill_27.png,Small-flowered Cranesbill
Small-flowered Cranesbill_33.png,Small-flowered Cranesbill
Common wheat_101.png,Common wheat
Fat Hen_100.png,Fat Hen
Common Chickweed_57.png,Common Chickweed
Cleavers_63.png,Cleavers
Common wheat_129.png,Common wheat
Fat Hen_128.png,Fat Hen
Sugar beet_99.png,Sugar beet
Fat Hen_48.png,Fat Hen
Loose Silky-bent_51.png,Loose Silky-bent
Maize_163.png,Maize
Common wheat_48.png,Common wheat
Cleavers_176.png,Cleavers
Cleavers_162.png,Cleavers
Loose Silky-bent_45.png,Loose Silky-bent
Maize_177.png,Maize
Fat Hen_74.png,Fat Hen
Common wheat_74.png,Common wheat
Common wheat_60.png,Common wheat
Fat Hen_60.png,Fat Hen
Loose Silky-bent_79.png,Loose Silky-bent
Loose Silky-bent_208.png,Loose Silky-bent
Loose Silky-bent_92.png,Loose Silky-bent
Scentless Mayweed_71.png,Scentless Mayweed
Scentless Mayweed_65.png,Scentless Mayweed
Loose Silky-bent_86.png,Loose Silky-bent
Loose Silky-bent_234.png,Loose Silky-bent
Sugar beet_236.png,Sugar beet
Cleavers_189.png,Cleavers
Scentless Mayweed_59.png,Scentless Mayweed
Sugar beet_222.png,Sugar beet
Maize_188.png,Maize
Loose Silky-bent_220.png,Loose Silky-bent
Shepherds Purse_162.png,Shepherds Purse
Scentless Mayweed_108.png,Scentless Mayweed
Charlock_213.png,Charlock
Shepherds Purse_67.png,Shepherds Purse
Shepherds Purse_73.png,Shepherds Purse
Charlock_207.png,Charlock
Shepherds Purse_176.png,Shepherds Purse
Scentless Mayweed_134.png,Scentless Mayweed
Black-grass_247.png,Black-grass
Scentless Mayweed_120.png,Scentless Mayweed
Common Chickweed_9.png,Common Chickweed
Shepherds Purse_98.png,Shepherds Purse
Maize_5.png,Maize
Shepherds Purse_189.png,Shepherds Purse
Cleavers_200.png,Cleavers
Maize_215.png,Maize
Maize_201.png,Maize
Cleavers_214.png,Cleavers
Black-grass_88.png,Black-grass
Charlock_8.png,Charlock
Sugar beet_183.png,Sugar beet
Loose Silky-bent_181.png,Loose Silky-bent
Maize_229.png,Maize
Scentless Mayweed_3.png,Scentless Mayweed
Loose Silky-bent_195.png,Loose Silky-bent
Sugar beet_197.png,Sugar beet
Cleavers_228.png,Cleavers
Small-flowered Cranesbill_105.png,Small-flowered Cranesbill
Small-flowered Cranesbill_111.png,Small-flowered Cranesbill
Sugar beet_168.png,Sugar beet
Sugar beet_140.png,Sugar beet
Black-grass_63.png,Black-grass
Loose Silky-bent_142.png,Black-grass
Small-flowered Cranesbill_139.png,Small-flowered Cranesbill
Loose Silky-bent_156.png,Loose Silky-bent
Sugar beet_154.png,Sugar beet
Black-grass_77.png,Loose Silky-bent
Loose Silky-bent_157.png,Loose Silky-bent
Black-grass_76.png,Black-grass
Sugar beet_155.png,Sugar beet
Black-grass_62.png,Black-grass
Sugar beet_141.png,Sugar beet
Small-flowered Cranesbill_138.png,Small-flowered Cranesbill
Loose Silky-bent_143.png,Loose Silky-bent
Small-flowered Cranesbill_110.png,Small-flowered Cranesbill
Sugar beet_169.png,Sugar beet
Small-flowered Cranesbill_104.png,Small-flowered Cranesbill
Loose Silky-bent_194.png,Loose Silky-bent
Scentless Mayweed_2.png,Scentless Mayweed
Cleavers_229.png,Cleavers
Sugar beet_196.png,Sugar beet
Sugar beet_182.png,Sugar beet
Maize_228.png,Maize
Loose Silky-bent_180.png,Loose Silky-bent
Maize_200.png,Maize
Charlock_9.png,Charlock
Cleavers_215.png,Cleavers
Black-grass_89.png,Black-grass
Cleavers_201.png,Cleavers
Maize_214.png,Maize
Maize_4.png,Maize
Shepherds Purse_188.png,Shepherds Purse
Shepherds Purse_99.png,Shepherds Purse
Common Chickweed_8.png,Common Chickweed
Black-grass_246.png,Black-grass
Scentless Mayweed_121.png,Scentless Mayweed
Scentless Mayweed_135.png,Scentless Mayweed
Black-grass_252.png,Black-grass
Charlock_206.png,Charlock
Shepherds Purse_72.png,Shepherds Purse
Shepherds Purse_177.png,Shepherds Purse
Scentless Mayweed_109.png,Scentless Mayweed
Shepherds Purse_163.png,Shepherds Purse
Shepherds Purse_66.png,Shepherds Purse
Charlock_212.png,Charlock
Sugar beet_223.png,Sugar beet
Scentless Mayweed_58.png,Scentless Mayweed
Loose Silky-bent_221.png,Loose Silky-bent
Maize_189.png,Maize
Loose Silky-bent_235.png,Loose Silky-bent
Cleavers_188.png,Cleavers
Sugar beet_237.png,Sugar beet
Scentless Mayweed_64.png,Scentless Mayweed
Loose Silky-bent_87.png,Loose Silky-bent
Loose Silky-bent_93.png,Loose Silky-bent
Loose Silky-bent_209.png,Loose Silky-bent
Scentless Mayweed_70.png,Scentless Mayweed
Common wheat_61.png,Common wheat
Loose Silky-bent_78.png,Loose Silky-bent
Fat Hen_61.png,Fat Hen
Fat Hen_75.png,Fat Hen
Common wheat_75.png,Common wheat
Cleavers_163.png,Cleavers
Maize_176.png,Maize
Loose Silky-bent_44.png,Loose Silky-bent
Maize_162.png,Maize
Loose Silky-bent_50.png,Loose Silky-bent
Fat Hen_49.png,Fat Hen
Cleavers_177.png,Cleavers
Common wheat_49.png,Common wheat
Sugar beet_98.png,Sugar beet
Fat Hen_129.png,Fat Hen
Common wheat_128.png,Common wheat
Fat Hen_101.png,Fat Hen
Common Chickweed_56.png,Common Chickweed
Common wheat_100.png,Common wheat
Small-flowered Cranesbill_32.png,Small-flowered Cranesbill
Cleavers_62.png,Cleavers
Cleavers_76.png,Cleavers
Small-flowered Cranesbill_26.png,Small-flowered Cranesbill
Common Chickweed_42.png,Common Chickweed
Fat Hen_115.png,Fat Hen
Common wheat_114.png,Common wheat
Common Chickweed_106.png,Common Chickweed
Charlock_74.png,Charlock
Black-grass_130.png,Black-grass
Black-grass_124.png,Black-grass
Charlock_158.png,Charlock
Cleavers_89.png,Cleavers
Charlock_60.png,Charlock
Scentless Mayweed_243.png,Scentless Mayweed
Common Chickweed_112.png,Common Chickweed
Shepherds Purse_229.png,Shepherds Purse
Charlock_48.png,Charlock
Shepherds Purse_201.png,Shepherds Purse
Common Chickweed_95.png,Common Chickweed
Sugar beet_67.png,Sugar beet
Sugar beet_2.png,Sugar beet
Maize_27.png,Maize
Charlock_170.png,Charlock
Charlock_164.png,Charlock
Black-grass_118.png,Black-grass
Maize_33.png,Maize
Common Chickweed_81.png,Common Chickweed
Shepherds Purse_215.png,Shepherds Purse
Sugar beet_73.png,Sugar beet
Charlock_172.png,Charlock
Maize_25.png,Maize
Sugar beet_0.png,Sugar beet
Common Chickweed_138.png,Common Chickweed
Common Chickweed_97.png,Common Chickweed
Shepherds Purse_203.png,Shepherds Purse
Sugar beet_65.png,Sugar beet
Shepherds Purse_217.png,Shepherds Purse
Common Chickweed_83.png,Common Chickweed
Sugar beet_71.png,Sugar beet
Maize_31.png,Maize
Charlock_166.png,Charlock
Maize_19.png,Maize
Black-grass_132.png,Black-grass
Charlock_76.png,Charlock
Sugar beet_59.png,Sugar beet
Common Chickweed_104.png,Common Chickweed
Common Chickweed_110.png,Common Chickweed
Scentless Mayweed_241.png,Scentless Mayweed
Charlock_62.png,Charlock
Black-grass_126.png,Black-grass
Cleavers_60.png,Cleavers
Small-flowered Cranesbill_30.png,Small-flowered Cranesbill
Charlock_89.png,Charlock
Common wheat_102.png,Common wheat
Common Chickweed_54.png,Common Chickweed
Fat Hen_103.png,Fat Hen
Common wheat_116.png,Common wheat
Fat Hen_117.png,Fat Hen
Common Chickweed_40.png,Common Chickweed
